order;Clone;Pop
1330;BR-19GS-050-3;C2
1331;BR-19GS-052-5;C2
1332;BR-19GS-054-1;C2
1333;BR-19GS-049-4;C2
1334;BR-19GS-051-3;C2
1335;BR-19GS-052-6;C2
1336;BR-19GS-055-23;C2
1337;BR-19GS-050-5;C2
1338;BR-19GS-053-1;C2
1339;BR-19GS-054-3;C2
1340;BR-19GS-055-16;C2
1341;BR-19GS-055-31;C2
1342;BR-19GS-055-47;C2
1343;BR-19GS-056-9;C2
1344;BR-19GS-060-10;C2
1345;BR-19GS-060-26;C2
1346;BR-19GS-060-3;C2
1347;BR-19GS-060-11;C2
1348;BR-19GS-056-3;C2
1349;BR-19GS-060-20;C2
1350;BR-19GS-060-28;C2
1351;BR-19GS-055-50;C2
1352;BR-19GS-057-1;C2
1353;BR-19GS-055-51;C2
1354;BR-19GS-056-5;C2
1355;BR-19GS-057-2;C2
1356;BR-19GS-060-14;C2
1357;BR-19GS-060-22;C2
1358;BR-19GS-056-6;C2
1359;BR-19GS-057-3;C2
1360;BR-19GS-060-23;C2
1361;BR-19GS-058-1;C2
1362;BR-19GS-060-17;C2
1363;BR-19GS-060-41;C2
1364;BR-19GS-060-73;C2
1365;BR-19GS-061-9;C2
1366;BR-19GS-062-4;C2
1367;BR-19GS-063-8;C2
1368;BR-19GS-063-16;C2
1369;BR-19GS-063-32;C2
1370;BR-19GS-060-58;C2
1371;BR-19GS-060-74;C2
1372;BR-19GS-063-9;C2
1373;BR-19GS-063-25;C2
1374;BR-19GS-060-50;C2
1375;BR-19GS-060-59;C2
1376;BR-19GS-060-75;C2
1377;BR-19GS-061-11;C2
1378;BR-19GS-061-20;C2
1379;BR-19GS-063-10;C2
1380;BR-19GS-060-68;C2
1381;BR-19GS-061-4;C2
1382;BR-19GS-063-3;C2
1383;BR-19GS-063-11;C2
1384;BR-19GS-063-19;C2
1385;BR-19GS-063-27;C2
1386;BR-19GS-063-35;C2
1387;BR-19GS-060-61;C2
1388;BR-19GS-060-69;C2
1389;BR-19GS-060-77;C2
1390;BR-19GS-061-5;C2
1391;BR-19GS-063-4;C2
1392;BR-19GS-063-12;C2
1393;BR-19GS-063-20;C2
1394;BR-19GS-063-36;C2
1395;BR-19GS-060-62;C2
1396;BR-19GS-061-15;C2
1397;BR-19GS-063-29;C2
1398;BR-19GS-063-37;C2
1399;BR-19GS-060-71;C2
1400;BR-19GS-060-79;C2
1401;BR-19GS-063-14;C2
1402;BR-19GS-063-15;C2
1403;BR-19GS-063-23;C2
1404;BR-19GS-063-31;C2
1405;BR-19GS-064-1;C2
1406;BR-19GS-064-10;C2
1407;BR-19GS-007-44;C2
1408;BR-19GS-013-25;C2
1409;BR-19GS-016-49;C2
1410;BR-19GS-063-63;C2
1411;BR-19GS-065-1;C2
1412;BR-19GS-001-19;C2
1413;BR-19GS-007-46;C2
1414;BR-19GS-063-40;C2
1415;BR-19GS-063-48;C2
1416;BR-19GS-064-4;C2
1417;BR-19GS-015-12;C2
1418;BR-19GS-018-35;C2
1419;BR-19GS-063-41;C2
1420;BR-19GS-063-49;C2
1421;BR-19GS-063-57;C2
1422;BR-19GS-063-65;C2
1423;BR-19GS-064-5;C2
1424;BR-19GS-001-21;C2
1425;BR-19GS-015-13;C2
1426;BR-19GS-016-52;C2
1427;BR-19GS-063-42;C2
1428;BR-19GS-063-66;C2
1429;BR-19GS-001-14;C2
1430;BR-19GS-001-22;C2
1431;BR-19GS-016-53;C2
1432;BR-19GS-063-59;C2
1433;BR-19GS-063-67;C2
1434;BR-19GS-001-23;C2
1435;BR-19GS-016-43;C2
1436;BR-19GS-063-52;C2
1437;BR-19GS-064-8;C2
1438;BR-19GS-001-16;C2
1439;BR-19GS-009-12;C2
1440;BR-19GS-018-31;C2
1441;BR-19GS-001-17;C2
1442;BR-19GS-016-47;C2
1443;BR-19GS-016-57;C2
1444;BR-19GS-018-32;C2
1445;BR-19GS-030-55;C2
1446;BR-19GS-019-79;C2
1447;BR-19GS-030-47;C2
1448;BR-19GS-019-80;C2
1449;BR-19GS-030-48;C2
1450;BR-19GS-030-57;C2
1451;BR-19GS-018-44;C2
1452;BR-19GS-019-30;C2
1453;BR-19GS-019-49;C2
1454;BR-19GS-019-84;C2
1455;BR-19GS-030-52;C2
1456;BR-19GS-024-97;C2
1457;BR-19GS-034-38;C2
1458;BR-19GS-037-102;C2
1459;BR-19GS-037-112;C2
1460;BR-19GS-042-11;C2
1461;BR-19GS-043-13;C2
1462;BR-19GS-034-40;C2
1463;BR-19GS-037-104;C2
1464;BR-19GS-037-113;C2
1465;BR-19GS-042-12;C2
1466;BR-19GS-043-14;C2
1467;BR-19GS-048-27;C2
1468;BR-19GS-051-27;C2
1469;BR-19GS-052-14;C2
1470;BR-19GS-034-42;C2
1471;BR-19GS-037-115;C2
1472;BR-19GS-053-8;C2
1473;BR-19GS-034-26;C2
1474;BR-19GS-037-116;C2
1475;BR-19GS-043-6;C2
1476;BR-19GS-048-29;C2
1477;BR-19GS-034-44;C2
1478;BR-19GS-037-97;C2
1479;BR-19GS-037-108;C2
1480;BR-19GS-045-79;C2
1481;BR-19GS-033-25;C2
1482;BR-19GS-040-12;C2
1483;BR-19GS-037-100;C2
1484;BR-19GS-042-9;C2
1485;BR-19GS-043-10;C2
1486;BR-19GS-052-11;C2
1487;BR-19GS-034-36;C2
1488;BR-19GS-042-10;C2
1489;BR-19GS-057-9;C2
1490;BR-19GS-063-72;C2
1491;BR-19GS-063-73;C2
1492;BR-19GS-085-2;C2
1493;BR-19GS-055-58;C2
1494;BR-19GS-057-4;C2
1495;BR-19GS-055-60;C2
1496;BR-19GS-076-7;C2
1497;BR-19GS-085-5;C2
1498;BR-19GS-095-2;C2
1499;BR-19GS-108-1;C2
1500;BR-19GS-109-6;C2
1501;BR-19GS-085-6;C2
1502;BR-19GS-095-3;C2
1503;BR-19GS-095-13;C2
1504;BR-19GS-085-7;C2
1505;BR-19GS-095-5;C2
1506;BR-19GS-112-1;C2
1507;BR-19GS-095-6;C2
1508;BR-19GS-105-1;C2
1509;BR-19GS-085-11;C2
1510;BR-19GS-094-3;C2
1511;BR-19GS-098-3;C2
1512;BR-19GS-105-2;C2
1513;BR-19GS-113-7;C2
1514;BR-19GS-094-4;C2
1515;BR-19GS-099-1;C2
1516;BR-19GS-109-4;C2
1517;BR-19GS-109-13;C2
1518;BR-19GS-112-4;C2
1519;BR-19GS-087-1;C2
1520;BR-19GS-099-2;C2
1521;BR-19GS-109-5;C2
1522;BR-19GS-121-2;C2
1523;BR-19GS-123-6;C2
1524;BR-19GS-137-4;C2
1525;BR-19GS-144-1;C2
1526;BR-19GS-120-1;C2
1527;BR-19GS-117-1;C2
1528;BR-19GS-125-1;C2
1529;BR-19GS-156-9;C2
1543;BR-21GS-C3-002-6;C3
1544;BR-21GS-C3-010-5;C3
1545;BR-21GS-C3-014-8;C3
1546;BR-21GS-C3-016-2;C3
1547;BR-21GS-C3-016-23;C3
1548;BR-21GS-C3-018-19;C3
1549;BR-21GS-C3-021-5;C3
1550;BR-21GS-C3-022-8;C3
1551;BR-21GS-C3-023-7;C3
1552;BR-21GS-C3-024-13;C3
1553;BR-21GS-C3-024-33;C3
1554;BR-21GS-C3-024-44;C3
1555;BR-21GS-C3-002-11;C3
1556;BR-21GS-C3-010-7;C3
1557;BR-21GS-C3-014-11;C3
1558;BR-21GS-C3-016-3;C3
1559;BR-21GS-C3-017-2;C3
1560;BR-21GS-C3-018-20;C3
1561;BR-21GS-C3-021-13;C3
1562;BR-21GS-C3-022-10;C3
1563;BR-21GS-C3-023-8;C3
1564;BR-21GS-C3-024-21;C3
1565;BR-21GS-C3-024-36;C3
1566;BR-21GS-C3-024-45;C3
1567;BR-21GS-C3-006-3;C3
1568;BR-21GS-C3-010-12;C3
1569;BR-21GS-C3-015-25;C3
1570;BR-21GS-C3-016-10;C3
1571;BR-21GS-C3-018-1;C3
1572;BR-21GS-C3-018-22;C3
1573;BR-21GS-C3-021-15;C3
1574;BR-21GS-C3-022-11;C3
1575;BR-21GS-C3-023-9;C3
1576;BR-21GS-C3-024-22;C3
1577;BR-21GS-C3-024-37;C3
1578;BR-21GS-C3-024-46;C3
1579;BR-21GS-C3-008-1;C3
1580;BR-21GS-C3-012-2;C3
1581;BR-21GS-C3-015-26;C3
1582;BR-21GS-C3-016-13;C3
1583;BR-21GS-C3-018-2;C3
1584;BR-21GS-C3-019-4;C3
1585;BR-21GS-C3-021-17;C3
1586;BR-21GS-C3-022-18;C3
1587;BR-21GS-C3-023-15;C3
1588;BR-21GS-C3-024-24;C3
1589;BR-21GS-C3-024-39;C3
1590;BR-21GS-C3-024-48;C3
1591;BR-21GS-C3-008-2;C3
1592;BR-21GS-C3-012-3;C3
1593;BR-21GS-C3-015-27;C3
1594;BR-21GS-C3-016-18;C3
1595;BR-21GS-C3-018-6;C3
1596;BR-21GS-C3-019-5;C3
1597;BR-21GS-C3-021-18;C3
1598;BR-21GS-C3-022-19;C3
1599;BR-21GS-C3-023-16;C3
1600;BR-21GS-C3-024-26;C3
1601;BR-21GS-C3-024-40;C3
1602;BR-21GS-C3-024-49;C3
1603;BR-21GS-C3-008-5;C3
1604;BR-21GS-C3-015-28;C3
1605;BR-21GS-C3-016-19;C3
1606;BR-21GS-C3-018-12;C3
1607;BR-21GS-C3-020-2;C3
1608;BR-21GS-C3-021-19;C3
1609;BR-21GS-C3-023-1;C3
1610;BR-21GS-C3-023-17;C3
1611;BR-21GS-C3-024-27;C3
1612;BR-21GS-C3-024-41;C3
1613;BR-21GS-C3-024-52;C3
1614;BR-21GS-C3-009-6;C3
1615;BR-21GS-C3-015-31;C3
1616;BR-21GS-C3-016-20;C3
1617;BR-21GS-C3-018-14;C3
1618;BR-21GS-C3-020-5;C3
1619;BR-21GS-C3-022-6;C3
1620;BR-21GS-C3-023-4;C3
1621;BR-21GS-C3-023-19;C3
1622;BR-21GS-C3-024-30;C3
1623;BR-21GS-C3-024-42;C3
1624;BR-21GS-C3-009-7;C3
1625;BR-21GS-C3-014-6;C3
1626;BR-21GS-C3-015-32;C3
1627;BR-21GS-C3-016-21;C3
1628;BR-21GS-C3-018-17;C3
1629;BR-21GS-C3-020-6;C3
1630;BR-21GS-C3-022-7;C3
1631;BR-21GS-C3-023-6;C3
1632;BR-21GS-C3-023-20;C3
1633;BR-21GS-C3-024-31;C3
1634;BR-21GS-C3-024-43;C3
1635;BR-21GS-C3-024-53;C3
1636;BR-21GS-C3-025-8;C3
1637;BR-21GS-C3-027-9;C3
1638;BR-21GS-C3-029-9;C3
1639;BR-21GS-C3-031-2;C3
1640;BR-21GS-C3-031-12;C3
1641;BR-21GS-C3-032-8;C3
1642;BR-21GS-C3-032-20;C3
1643;BR-21GS-C3-032-34;C3
1644;BR-21GS-C3-032-56;C3
1645;BR-21GS-C3-034-2;C3
1646;BR-21GS-C3-035-10;C3
1647;BR-21GS-C3-024-55;C3
1648;BR-21GS-C3-025-9;C3
1649;BR-21GS-C3-029-1;C3
1650;BR-21GS-C3-029-10;C3
1651;BR-21GS-C3-031-3;C3
1652;BR-21GS-C3-031-13;C3
1653;BR-21GS-C3-032-9;C3
1654;BR-21GS-C3-032-23;C3
1655;BR-21GS-C3-032-36;C3
1656;BR-21GS-C3-033-1;C3
1657;BR-21GS-C3-035-1;C3
1658;BR-21GS-C3-035-11;C3
1659;BR-21GS-C3-024-58;C3
1660;BR-21GS-C3-026-1;C3
1661;BR-21GS-C3-029-2;C3
1662;BR-21GS-C3-029-11;C3
1663;BR-21GS-C3-031-5;C3
1664;BR-21GS-C3-032-10;C3
1665;BR-21GS-C3-032-24;C3
1666;BR-21GS-C3-032-39;C3
1667;BR-21GS-C3-033-2;C3
1668;BR-21GS-C3-035-2;C3
1669;BR-21GS-C3-035-12;C3
1670;BR-21GS-C3-025-2;C3
1671;BR-21GS-C3-027-1;C3
1672;BR-21GS-C3-029-4;C3
1673;BR-21GS-C3-029-12;C3
1674;BR-21GS-C3-031-6;C3
1675;BR-21GS-C3-031-16;C3
1676;BR-21GS-C3-032-12;C3
1677;BR-21GS-C3-032-25;C3
1678;BR-21GS-C3-032-47;C3
1679;BR-21GS-C3-033-3;C3
1680;BR-21GS-C3-035-4;C3
1681;BR-21GS-C3-035-13;C3
1682;BR-21GS-C3-025-3;C3
1683;BR-21GS-C3-027-2;C3
1684;BR-21GS-C3-029-5;C3
1685;BR-21GS-C3-029-15;C3
1686;BR-21GS-C3-031-7;C3
1687;BR-21GS-C3-032-14;C3
1688;BR-21GS-C3-032-26;C3
1689;BR-21GS-C3-032-48;C3
1690;BR-21GS-C3-033-4;C3
1691;BR-21GS-C3-035-5;C3
1692;BR-21GS-C3-035-14;C3
1693;BR-21GS-C3-025-4;C3
1694;BR-21GS-C3-027-3;C3
1695;BR-21GS-C3-029-16;C3
1696;BR-21GS-C3-031-9;C3
1697;BR-21GS-C3-032-2;C3
1698;BR-21GS-C3-032-15;C3
1699;BR-21GS-C3-032-30;C3
1700;BR-21GS-C3-032-49;C3
1701;BR-21GS-C3-033-5;C3
1702;BR-21GS-C3-035-6;C3
1703;BR-21GS-C3-035-16;C3
1704;BR-21GS-C3-025-6;C3
1705;BR-21GS-C3-027-4;C3
1706;BR-21GS-C3-029-7;C3
1707;BR-21GS-C3-029-17;C3
1708;BR-21GS-C3-031-10;C3
1709;BR-21GS-C3-032-3;C3
1710;BR-21GS-C3-032-16;C3
1711;BR-21GS-C3-032-32;C3
1712;BR-21GS-C3-032-51;C3
1713;BR-21GS-C3-033-6;C3
1714;BR-21GS-C3-035-7;C3
1715;BR-21GS-C3-025-7;C3
1716;BR-21GS-C3-027-6;C3
1717;BR-21GS-C3-029-8;C3
1718;BR-21GS-C3-030-1;C3
1719;BR-21GS-C3-031-11;C3
1720;BR-21GS-C3-032-7;C3
1721;BR-21GS-C3-032-18;C3
1722;BR-21GS-C3-032-55;C3
1723;BR-21GS-C3-034-1;C3
1724;BR-21GS-C3-035-9;C3
1725;BR-21GS-C3-035-17;C3
1726;BR-21GS-C3-035-28;C3
1727;BR-21GS-C3-035-37;C3
1728;BR-21GS-C3-035-48;C3
1729;BR-21GS-C3-036-11;C3
1730;BR-21GS-C3-036-23;C3
1731;BR-21GS-C3-036-33;C3
1732;BR-21GS-C3-036-42;C3
1733;BR-21GS-C3-036-51;C3
1734;BR-21GS-C3-036-59;C3
1735;BR-21GS-C3-036-70;C3
1736;BR-21GS-C3-038-4;C3
1737;BR-21GS-C3-035-18;C3
1738;BR-21GS-C3-035-30;C3
1739;BR-21GS-C3-035-38;C3
1740;BR-21GS-C3-036-1;C3
1741;BR-21GS-C3-036-14;C3
1742;BR-21GS-C3-036-25;C3
1743;BR-21GS-C3-036-34;C3
1744;BR-21GS-C3-036-43;C3
1745;BR-21GS-C3-036-52;C3
1746;BR-21GS-C3-036-61;C3
1747;BR-21GS-C3-036-71;C3
1748;BR-21GS-C3-038-5;C3
1749;BR-21GS-C3-035-19;C3
1750;BR-21GS-C3-035-31;C3
1751;BR-21GS-C3-035-40;C3
1752;BR-21GS-C3-036-3;C3
1753;BR-21GS-C3-036-15;C3
1754;BR-21GS-C3-036-26;C3
1755;BR-21GS-C3-036-35;C3
1756;BR-21GS-C3-036-44;C3
1757;BR-21GS-C3-036-53;C3
1758;BR-21GS-C3-036-62;C3
1759;BR-21GS-C3-036-72;C3
1760;BR-21GS-C3-039-1;C3
1761;BR-21GS-C3-035-22;C3
1762;BR-21GS-C3-035-32;C3
1763;BR-21GS-C3-035-41;C3
1764;BR-21GS-C3-036-4;C3
1765;BR-21GS-C3-036-16;C3
1766;BR-21GS-C3-036-27;C3
1767;BR-21GS-C3-036-36;C3
1768;BR-21GS-C3-036-45;C3
1769;BR-21GS-C3-036-54;C3
1770;BR-21GS-C3-036-63;C3
1771;BR-21GS-C3-036-74;C3
1772;BR-21GS-C3-039-2;C3
1773;BR-21GS-C3-035-23;C3
1774;BR-21GS-C3-035-33;C3
1775;BR-21GS-C3-035-42;C3
1776;BR-21GS-C3-036-5;C3
1777;BR-21GS-C3-036-17;C3
1778;BR-21GS-C3-036-28;C3
1779;BR-21GS-C3-036-38;C3
1780;BR-21GS-C3-036-46;C3
1781;BR-21GS-C3-036-55;C3
1782;BR-21GS-C3-036-64;C3
1783;BR-21GS-C3-037-2;C3
1784;BR-21GS-C3-040-1;C3
1785;BR-21GS-C3-035-24;C3
1786;BR-21GS-C3-035-34;C3
1787;BR-21GS-C3-035-44;C3
1788;BR-21GS-C3-036-7;C3
1789;BR-21GS-C3-036-19;C3
1790;BR-21GS-C3-036-29;C3
1791;BR-21GS-C3-036-39;C3
1792;BR-21GS-C3-036-48;C3
1793;BR-21GS-C3-036-56;C3
1794;BR-21GS-C3-036-65;C3
1795;BR-21GS-C3-038-1;C3
1796;BR-21GS-C3-041-1;C3
1797;BR-21GS-C3-035-25;C3
1798;BR-21GS-C3-035-35;C3
1799;BR-21GS-C3-035-46;C3
1800;BR-21GS-C3-036-8;C3
1801;BR-21GS-C3-036-20;C3
1802;BR-21GS-C3-036-40;C3
1803;BR-21GS-C3-036-49;C3
1804;BR-21GS-C3-036-57;C3
1805;BR-21GS-C3-036-68;C3
1806;BR-21GS-C3-038-2;C3
1807;BR-21GS-C3-035-27;C3
1808;BR-21GS-C3-035-36;C3
1809;BR-21GS-C3-035-47;C3
1810;BR-21GS-C3-036-9;C3
1811;BR-21GS-C3-036-22;C3
1812;BR-21GS-C3-036-32;C3
1813;BR-21GS-C3-036-41;C3
1814;BR-21GS-C3-036-50;C3
1815;BR-21GS-C3-036-58;C3
1816;BR-21GS-C3-036-69;C3
1817;BR-21GS-C3-038-3;C3
1818;BR-21GS-C3-041-2;C3
1819;BR-21GS-C3-044-5;C3
1820;BR-21GS-C3-048-2;C3
1821;BR-21GS-C3-050-9;C3
1822;BR-21GS-C3-050-18;C3
1823;BR-21GS-C3-050-26;C3
1824;BR-21GS-C3-050-35;C3
1825;BR-21GS-C3-051-2;C3
1826;BR-21GS-C3-052-5;C3
1827;BR-21GS-C3-054-1;C3
1828;BR-21GS-C3-055-6;C3
1829;BR-21GS-C3-057-8;C3
1830;BR-21GS-C3-041-3;C3
1831;BR-21GS-C3-044-6;C3
1832;BR-21GS-C3-049-2;C3
1833;BR-21GS-C3-050-10;C3
1834;BR-21GS-C3-050-19;C3
1835;BR-21GS-C3-050-27;C3
1836;BR-21GS-C3-050-36;C3
1837;BR-21GS-C3-051-3;C3
1838;BR-21GS-C3-052-6;C3
1839;BR-21GS-C3-054-2;C3
1840;BR-21GS-C3-055-8;C3
1841;BR-21GS-C3-057-12;C3
1842;BR-21GS-C3-041-4;C3
1843;BR-21GS-C3-044-7;C3
1844;BR-21GS-C3-049-3;C3
1845;BR-21GS-C3-050-11;C3
1846;BR-21GS-C3-050-20;C3
1847;BR-21GS-C3-050-28;C3
1848;BR-21GS-C3-050-39;C3
1849;BR-21GS-C3-051-4;C3
1850;BR-21GS-C3-052-7;C3
1851;BR-21GS-C3-054-3;C3
1852;BR-21GS-C3-055-9;C3
1853;BR-21GS-C3-057-14;C3
1854;BR-21GS-C3-042-1;C3
1855;BR-21GS-C3-044-8;C3
1856;BR-21GS-C3-050-1;C3
1857;BR-21GS-C3-050-12;C3
1858;BR-21GS-C3-050-21;C3
1859;BR-21GS-C3-050-29;C3
1860;BR-21GS-C3-050-40;C3
1861;BR-21GS-C3-051-5;C3
1862;BR-21GS-C3-052-8;C3
1863;BR-21GS-C3-055-1;C3
1864;BR-21GS-C3-055-10;C3
1865;BR-21GS-C3-057-19;C3
1866;BR-21GS-C3-042-2;C3
1867;BR-21GS-C3-044-9;C3
1868;BR-21GS-C3-050-3;C3
1869;BR-21GS-C3-050-13;C3
1870;BR-21GS-C3-050-22;C3
1871;BR-21GS-C3-050-31;C3
1872;BR-21GS-C3-050-41;C3
1873;BR-21GS-C3-052-1;C3
1874;BR-21GS-C3-053-1;C3
1875;BR-21GS-C3-055-2;C3
1876;BR-21GS-C3-055-13;C3
1877;BR-21GS-C3-057-20;C3
1878;BR-21GS-C3-043-1;C3
1879;BR-21GS-C3-045-1;C3
1880;BR-21GS-C3-050-5;C3
1881;BR-21GS-C3-050-15;C3
1882;BR-21GS-C3-050-23;C3
1883;BR-21GS-C3-050-32;C3
1884;BR-21GS-C3-050-42;C3
1885;BR-21GS-C3-052-2;C3
1886;BR-21GS-C3-053-2;C3
1887;BR-21GS-C3-055-3;C3
1888;BR-21GS-C3-056-2;C3
1889;BR-21GS-C3-057-21;C3
1890;BR-21GS-C3-044-3;C3
1891;BR-21GS-C3-045-2;C3
1892;BR-21GS-C3-050-7;C3
1893;BR-21GS-C3-050-16;C3
1894;BR-21GS-C3-050-24;C3
1895;BR-21GS-C3-050-33;C3
1896;BR-21GS-C3-050-43;C3
1897;BR-21GS-C3-052-3;C3
1898;BR-21GS-C3-053-3;C3
1899;BR-21GS-C3-055-4;C3
1900;BR-21GS-C3-057-4;C3
1901;BR-21GS-C3-044-4;C3
1902;BR-21GS-C3-046-1;C3
1903;BR-21GS-C3-050-8;C3
1904;BR-21GS-C3-050-17;C3
1905;BR-21GS-C3-050-25;C3
1906;BR-21GS-C3-050-34;C3
1907;BR-21GS-C3-052-4;C3
1908;BR-21GS-C3-053-4;C3
1909;BR-21GS-C3-055-5;C3
1910;BR-21GS-C3-057-5;C3
1911;BR-21GS-C3-057-22;C3
1912;BR-21GS-C3-058-4;C3
1913;BR-21GS-C3-059-7;C3
1914;BR-21GS-C3-059-18;C3
1915;BR-21GS-C3-059-26;C3
1916;BR-21GS-C3-059-35;C3
1917;BR-21GS-C3-059-44;C3
1918;BR-21GS-C3-059-53;C3
1919;BR-21GS-C3-059-63;C3
1920;BR-21GS-C3-059-71;C3
1921;BR-21GS-C3-059-79;C3
1922;BR-21GS-C3-059-93;C3
1923;BR-21GS-C3-057-24;C3
1924;BR-21GS-C3-058-5;C3
1925;BR-21GS-C3-059-8;C3
1926;BR-21GS-C3-059-19;C3
1927;BR-21GS-C3-059-27;C3
1928;BR-21GS-C3-059-37;C3
1929;BR-21GS-C3-059-45;C3
1930;BR-21GS-C3-059-55;C3
1931;BR-21GS-C3-059-64;C3
1932;BR-21GS-C3-059-72;C3
1933;BR-21GS-C3-059-83;C3
1934;BR-21GS-C3-059-95;C3
1935;BR-21GS-C3-057-25;C3
1936;BR-21GS-C3-058-7;C3
1937;BR-21GS-C3-059-9;C3
1938;BR-21GS-C3-059-20;C3
1939;BR-21GS-C3-059-28;C3
1940;BR-21GS-C3-059-38;C3
1941;BR-21GS-C3-059-46;C3
1942;BR-21GS-C3-059-56;C3
1943;BR-21GS-C3-059-65;C3
1944;BR-21GS-C3-059-73;C3
1945;BR-21GS-C3-059-84;C3
1946;BR-21GS-C3-059-96;C3
1947;BR-21GS-C3-057-27;C3
1948;BR-21GS-C3-058-10;C3
1949;BR-21GS-C3-059-10;C3
1950;BR-21GS-C3-059-21;C3
1951;BR-21GS-C3-059-29;C3
1952;BR-21GS-C3-059-39;C3
1953;BR-21GS-C3-059-48;C3
1954;BR-21GS-C3-059-57;C3
1955;BR-21GS-C3-059-66;C3
1956;BR-21GS-C3-059-74;C3
1957;BR-21GS-C3-059-86;C3
1958;BR-21GS-C3-060-1;C3
1959;BR-21GS-C3-057-29;C3
1960;BR-21GS-C3-058-11;C3
1961;BR-21GS-C3-059-13;C3
1962;BR-21GS-C3-059-22;C3
1963;BR-21GS-C3-059-30;C3
1964;BR-21GS-C3-059-40;C3
1965;BR-21GS-C3-059-49;C3
1966;BR-21GS-C3-059-58;C3
1967;BR-21GS-C3-059-67;C3
1968;BR-21GS-C3-059-75;C3
1969;BR-21GS-C3-059-89;C3
1970;BR-21GS-C3-060-2;C3
1971;BR-21GS-C3-057-31;C3
1972;BR-21GS-C3-059-1;C3
1973;BR-21GS-C3-059-14;C3
1974;BR-21GS-C3-059-23;C3
1975;BR-21GS-C3-059-31;C3
1976;BR-21GS-C3-059-41;C3
1977;BR-21GS-C3-059-50;C3
1978;BR-21GS-C3-059-59;C3
1979;BR-21GS-C3-059-68;C3
1980;BR-21GS-C3-059-76;C3
1981;BR-21GS-C3-059-90;C3
1982;BR-21GS-C3-061-1;C3
1983;BR-21GS-C3-058-2;C3
1984;BR-21GS-C3-059-3;C3
1985;BR-21GS-C3-059-15;C3
1986;BR-21GS-C3-059-24;C3
1987;BR-21GS-C3-059-32;C3
1988;BR-21GS-C3-059-42;C3
1989;BR-21GS-C3-059-51;C3
1990;BR-21GS-C3-059-60;C3
1991;BR-21GS-C3-059-69;C3
1992;BR-21GS-C3-059-77;C3
1993;BR-21GS-C3-059-91;C3
1994;BR-21GS-C3-058-3;C3
1995;BR-21GS-C3-059-6;C3
1996;BR-21GS-C3-059-25;C3
1997;BR-21GS-C3-059-33;C3
1998;BR-21GS-C3-059-43;C3
1999;BR-21GS-C3-059-52;C3
2000;BR-21GS-C3-059-62;C3
2001;BR-21GS-C3-059-70;C3
2002;BR-21GS-C3-059-78;C3
2003;BR-21GS-C3-059-92;C3
2004;BR-21GS-C3-061-2;C3
2005;BR-21GS-C3-061-13;C3
2006;BR-21GS-C3-061-24;C3
2007;BR-21GS-C3-062-7;C3
2008;BR-21GS-C3-062-16;C3
2009;BR-21GS-C3-063-6;C3
2010;BR-21GS-C3-064-10;C3
2011;BR-21GS-C3-066-8;C3
2012;BR-21GS-C3-068-3;C3
2013;BR-21GS-C3-070-2;C3
2014;BR-21GS-C3-070-12;C3
2015;BR-21GS-C3-070-21;C3
2016;BR-21GS-C3-061-4;C3
2017;BR-21GS-C3-061-14;C3
2018;BR-21GS-C3-061-26;C3
2019;BR-21GS-C3-062-17;C3
2020;BR-21GS-C3-063-7;C3
2021;BR-21GS-C3-066-1;C3
2022;BR-21GS-C3-066-10;C3
2023;BR-21GS-C3-068-4;C3
2024;BR-21GS-C3-070-3;C3
2025;BR-21GS-C3-070-13;C3
2026;BR-21GS-C3-070-22;C3
2027;BR-21GS-C3-061-5;C3
2028;BR-21GS-C3-061-16;C3
2029;BR-21GS-C3-061-27;C3
2030;BR-21GS-C3-062-9;C3
2031;BR-21GS-C3-062-18;C3
2032;BR-21GS-C3-064-1;C3
2033;BR-21GS-C3-066-2;C3
2034;BR-21GS-C3-068-5;C3
2035;BR-21GS-C3-070-4;C3
2036;BR-21GS-C3-070-14;C3
2037;BR-21GS-C3-070-23;C3
2038;BR-21GS-C3-061-6;C3
2039;BR-21GS-C3-061-17;C3
2040;BR-21GS-C3-062-2;C3
2041;BR-21GS-C3-062-10;C3
2042;BR-21GS-C3-063-1;C3
2043;BR-21GS-C3-064-2;C3
2044;BR-21GS-C3-066-3;C3
2045;BR-21GS-C3-067-1;C3
2046;BR-21GS-C3-068-6;C3
2047;BR-21GS-C3-070-5;C3
2048;BR-21GS-C3-070-15;C3
2049;BR-21GS-C3-070-28;C3
2050;BR-21GS-C3-061-8;C3
2051;BR-21GS-C3-061-19;C3
2052;BR-21GS-C3-062-3;C3
2053;BR-21GS-C3-062-11;C3
2054;BR-21GS-C3-063-2;C3
2055;BR-21GS-C3-064-3;C3
2056;BR-21GS-C3-066-4;C3
2057;BR-21GS-C3-067-2;C3
2058;BR-21GS-C3-069-1;C3
2059;BR-21GS-C3-070-6;C3
2060;BR-21GS-C3-070-16;C3
2061;BR-21GS-C3-070-29;C3
2062;BR-21GS-C3-061-10;C3
2063;BR-21GS-C3-061-21;C3
2064;BR-21GS-C3-062-4;C3
2065;BR-21GS-C3-062-12;C3
2066;BR-21GS-C3-063-3;C3
2067;BR-21GS-C3-064-5;C3
2068;BR-21GS-C3-067-3;C3
2069;BR-21GS-C3-069-2;C3
2070;BR-21GS-C3-070-8;C3
2071;BR-21GS-C3-070-17;C3
