Accession	Female_Parent	Male_Parent	Cross_Type
BR-21-016-10	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-11	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-12	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-13	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-14	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-15	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-2	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-3	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-4	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-5	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-6	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-7	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-8	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-016-9	BR-18GS-001-38	BR-11-34-69	biparental
BR-21-017-1	BRS-399	BR-11-34-69	biparental
BR-21-017-2	BRS-399	BR-11-34-69	biparental
BR-21-018-1	BRS-Formosa	BR-11-34-69	biparental
BR-21-018-2	BRS-Formosa	BR-11-34-69	biparental
BR-21-018-3	BRS-Formosa	BR-11-34-69	biparental
BR-21-018-4	BRS-Formosa	BR-11-34-69	biparental
BR-21-019-1	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-10	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-11	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-12	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-2	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-3	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-4	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-5	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-6	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-7	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-8	BRS-Kiriris	BR-11-34-69	biparental
BR-21-019-9	BRS-Kiriris	BR-11-34-69	biparental
BR-21-020-1	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-10	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-11	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-12	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-2	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-3	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-4	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-5	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-6	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-7	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-8	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-020-9	BRS-Novo-Horizonte	BR-11-34-69	biparental
BR-21-021-1	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-10	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-11	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-12	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-13	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-14	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-15	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-16	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-17	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-18	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-19	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-2	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-20	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-21	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-22	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-23	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-24	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-25	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-26	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-27	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-3	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-4	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-5	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-6	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-7	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-8	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-021-9	BRS-Tapioqueira	BR-11-34-69	biparental
BR-21-022-1	BGM-2111	BR-11-34-69	biparental
BR-21-022-10	BGM-2111	BR-11-34-69	biparental
BR-21-022-11	BGM-2111	BR-11-34-69	biparental
BR-21-022-12	BGM-2111	BR-11-34-69	biparental
BR-21-022-13	BGM-2111	BR-11-34-69	biparental
BR-21-022-14	BGM-2111	BR-11-34-69	biparental
BR-21-022-15	BGM-2111	BR-11-34-69	biparental
BR-21-022-16	BGM-2111	BR-11-34-69	biparental
BR-21-022-17	BGM-2111	BR-11-34-69	biparental
BR-21-022-18	BGM-2111	BR-11-34-69	biparental
BR-21-022-19	BGM-2111	BR-11-34-69	biparental
BR-21-022-2	BGM-2111	BR-11-34-69	biparental
BR-21-022-20	BGM-2111	BR-11-34-69	biparental
BR-21-022-3	BGM-2111	BR-11-34-69	biparental
BR-21-022-4	BGM-2111	BR-11-34-69	biparental
BR-21-022-5	BGM-2111	BR-11-34-69	biparental
BR-21-022-6	BGM-2111	BR-11-34-69	biparental
BR-21-022-7	BGM-2111	BR-11-34-69	biparental
BR-21-022-8	BGM-2111	BR-11-34-69	biparental
BR-21-022-9	BGM-2111	BR-11-34-69	biparental
BR-21-023-1	S1-0252	BR-11-34-69	biparental
BR-21-023-10	S1-0252	BR-11-34-69	biparental
BR-21-023-11	S1-0252	BR-11-34-69	biparental
BR-21-023-12	S1-0252	BR-11-34-69	biparental
BR-21-023-13	S1-0252	BR-11-34-69	biparental
BR-21-023-14	S1-0252	BR-11-34-69	biparental
BR-21-023-15	S1-0252	BR-11-34-69	biparental
BR-21-023-16	S1-0252	BR-11-34-69	biparental
BR-21-023-17	S1-0252	BR-11-34-69	biparental
BR-21-023-18	S1-0252	BR-11-34-69	biparental
BR-21-023-19	S1-0252	BR-11-34-69	biparental
BR-21-023-2	S1-0252	BR-11-34-69	biparental
BR-21-023-20	S1-0252	BR-11-34-69	biparental
BR-21-023-3	S1-0252	BR-11-34-69	biparental
BR-21-023-4	S1-0252	BR-11-34-69	biparental
BR-21-023-5	S1-0252	BR-11-34-69	biparental
BR-21-023-6	S1-0252	BR-11-34-69	biparental
BR-21-023-7	S1-0252	BR-11-34-69	biparental
BR-21-023-8	S1-0252	BR-11-34-69	biparental
BR-21-023-9	S1-0252	BR-11-34-69	biparental
BR-21-024-1	BR-11-34-45	BGM-1148	biparental
BR-21-024-2	BR-11-34-45	BGM-1148	biparental
BR-21-024-3	BR-11-34-45	BGM-1148	biparental
BR-21-024-4	BR-11-34-45	BGM-1148	biparental
BR-21-024-5	BR-11-34-45	BGM-1148	biparental
BR-21-024-6	BR-11-34-45	BGM-1148	biparental
BR-21-024-7	BR-11-34-45	BGM-1148	biparental
BR-21-024-8	BR-11-34-45	BGM-1148	biparental
BR-21-025-1	BR-11-34-69	BGM-1148	biparental
BR-21-025-2	BR-11-34-69	BGM-1148	biparental
BR-21-025-3	BR-11-34-69	BGM-1148	biparental
BR-21-025-4	BR-11-34-69	BGM-1148	biparental
BR-21-025-5	BR-11-34-69	BGM-1148	biparental
BR-21-025-6	BR-11-34-69	BGM-1148	biparental
BR-21-025-7	BR-11-34-69	BGM-1148	biparental
BR-21-026-1	BGM-2025	BGM-1148	biparental
BR-21-026-2	BGM-2025	BGM-1148	biparental
BR-21-026-3	BGM-2025	BGM-1148	biparental
BR-21-027-1	Baianinha-PR	BGM-1148	biparental
BR-21-027-2	Baianinha-PR	BGM-1148	biparental
BR-21-027-3	Baianinha-PR	BGM-1148	biparental
BR-21-027-4	Baianinha-PR	BGM-1148	biparental
BR-21-027-5	Baianinha-PR	BGM-1148	biparental
BR-21-027-6	Baianinha-PR	BGM-1148	biparental
BR-21-028-1	BR-18-152-01	BGM-1148	biparental
BR-21-028-2	BR-18-152-01	BGM-1148	biparental
BR-21-029-1	BRS-399	BGM-1148	biparental
BR-21-030-1	BRS-Dourada	BGM-1148	biparental
BR-21-030-2	BRS-Dourada	BGM-1148	biparental
BR-21-030-3	BRS-Dourada	BGM-1148	biparental
BR-21-030-4	BRS-Dourada	BGM-1148	biparental
BR-21-030-5	BRS-Dourada	BGM-1148	biparental
BR-21-031-1	BRS-Formosa	BGM-1148	biparental
BR-21-031-2	BRS-Formosa	BGM-1148	biparental
BR-21-031-3	BRS-Formosa	BGM-1148	biparental
BR-21-031-4	BRS-Formosa	BGM-1148	biparental
BR-21-031-5	BRS-Formosa	BGM-1148	biparental
BR-21-031-6	BRS-Formosa	BGM-1148	biparental
BR-21-031-7	BRS-Formosa	BGM-1148	biparental
BR-21-032-1	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-032-2	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-032-3	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-032-4	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-032-5	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-032-6	BRS-Gema-de-Ovo	BGM-1148	biparental
BR-21-033-1	BRS-Kiriris	BGM-1148	biparental
BR-21-033-10	BRS-Kiriris	BGM-1148	biparental
BR-21-033-11	BRS-Kiriris	BGM-1148	biparental
BR-21-033-12	BRS-Kiriris	BGM-1148	biparental
BR-21-033-13	BRS-Kiriris	BGM-1148	biparental
BR-21-033-14	BRS-Kiriris	BGM-1148	biparental
BR-21-033-15	BRS-Kiriris	BGM-1148	biparental
BR-21-033-16	BRS-Kiriris	BGM-1148	biparental
BR-21-033-17	BRS-Kiriris	BGM-1148	biparental
BR-21-033-18	BRS-Kiriris	BGM-1148	biparental
BR-21-033-2	BRS-Kiriris	BGM-1148	biparental
BR-21-033-20	BRS-Kiriris	BGM-1148	biparental
BR-21-033-21	BRS-Kiriris	BGM-1148	biparental
BR-21-033-22	BRS-Kiriris	BGM-1148	biparental
BR-21-033-23	BRS-Kiriris	BGM-1148	biparental
BR-21-033-24	BRS-Kiriris	BGM-1148	biparental
BR-21-033-25	BRS-Kiriris	BGM-1148	biparental
BR-21-033-26	BRS-Kiriris	BGM-1148	biparental
BR-21-033-27	BRS-Kiriris	BGM-1148	biparental
BR-21-033-29	BRS-Kiriris	BGM-1148	biparental
BR-21-033-3	BRS-Kiriris	BGM-1148	biparental
BR-21-033-30	BRS-Kiriris	BGM-1148	biparental
BR-21-033-4	BRS-Kiriris	BGM-1148	biparental
BR-21-033-5	BRS-Kiriris	BGM-1148	biparental
BR-21-033-6	BRS-Kiriris	BGM-1148	biparental
BR-21-033-7	BRS-Kiriris	BGM-1148	biparental
BR-21-033-8	BRS-Kiriris	BGM-1148	biparental
BR-21-033-9	BRS-Kiriris	BGM-1148	biparental
BR-21-034-1	BRS-Novo-Horizonte	BGM-1148	biparental
BR-21-035-1	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-10	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-11	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-12	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-13	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-15	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-16	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-17	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-18	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-19	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-2	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-20	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-21	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-22	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-23	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-24	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-25	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-26	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-27	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-28	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-29	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-3	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-30	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-31	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-32	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-33	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-34	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-35	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-36	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-37	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-38	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-39	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-4	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-40	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-41	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-42	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-43	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-44	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-45	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-46	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-47	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-48	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-49	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-5	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-6	BRS-Tapioqueira	BGM-1148	biparental
BR-21-035-8	BRS-Tapioqueira	BGM-1148	biparental
BR-21-036-1	IAC-12	BGM-1148	biparental
BR-21-036-2	IAC-12	BGM-1148	biparental
BR-21-036-3	IAC-12	BGM-1148	biparental
BR-21-036-4	IAC-12	BGM-1148	biparental
BR-21-037-1	BGM-2111	BGM-1148	biparental
BR-21-037-10	BGM-2111	BGM-1148	biparental
BR-21-037-11	BGM-2111	BGM-1148	biparental
BR-21-037-12	BGM-2111	BGM-1148	biparental
BR-21-037-13	BGM-2111	BGM-1148	biparental
BR-21-037-14	BGM-2111	BGM-1148	biparental
BR-21-037-15	BGM-2111	BGM-1148	biparental
BR-21-037-16	BGM-2111	BGM-1148	biparental
BR-21-037-17	BGM-2111	BGM-1148	biparental
BR-21-037-18	BGM-2111	BGM-1148	biparental
BR-21-037-2	BGM-2111	BGM-1148	biparental
BR-21-037-3	BGM-2111	BGM-1148	biparental
BR-21-037-4	BGM-2111	BGM-1148	biparental
BR-21-037-5	BGM-2111	BGM-1148	biparental
BR-21-037-6	BGM-2111	BGM-1148	biparental
BR-21-037-7	BGM-2111	BGM-1148	biparental
BR-21-037-8	BGM-2111	BGM-1148	biparental
BR-21-037-9	BGM-2111	BGM-1148	biparental
BR-21-038-1	BR-11-34-45	BGM-1660	biparental
BR-21-039-1	BRS-399	BGM-0252	biparental
BR-21-039-2	BRS-399	BGM-0252	biparental
BR-21-039-3	BRS-399	BGM-0252	biparental
BR-21-039-4	BRS-399	BGM-0252	biparental
BR-21-039-5	BRS-399	BGM-0252	biparental
BR-21-039-6	BRS-399	BGM-0252	biparental
BR-21-041-1	Baianinha-PR	BGM-0019	biparental
BR-21-041-10	Baianinha-PR	BGM-0019	biparental
BR-21-041-2	Baianinha-PR	BGM-0019	biparental
BR-21-041-3	Baianinha-PR	BGM-0019	biparental
BR-21-041-4	Baianinha-PR	BGM-0019	biparental
BR-21-041-5	Baianinha-PR	BGM-0019	biparental
BR-21-041-6	Baianinha-PR	BGM-0019	biparental
BR-21-041-7	Baianinha-PR	BGM-0019	biparental
BR-21-041-8	Baianinha-PR	BGM-0019	biparental
BR-21-041-9	Baianinha-PR	BGM-0019	biparental
BR-21-042-1	BGM-0517	BGM-0019	biparental
BR-21-042-2	BGM-0517	BGM-0019	biparental
BR-21-042-3	BGM-0517	BGM-0019	biparental
BR-21-042-4	BGM-0517	BGM-0019	biparental
BR-21-042-5	BGM-0517	BGM-0019	biparental
BR-21-043-1	Santa-Rita-Sapucaia	BGM-0968	biparental
BR-21-043-2	Santa-Rita-Sapucaia	BGM-0968	biparental
BR-21-043-3	Santa-Rita-Sapucaia	BGM-0968	biparental
BR-21-043-4	Santa-Rita-Sapucaia	BGM-0968	biparental
BR-21-045-1	BR-14-025-42	BGM-2339	biparental
BR-21-045-10	BR-14-025-42	BGM-2339	biparental
BR-21-045-11	BR-14-025-42	BGM-2339	biparental
BR-21-045-12	BR-14-025-42	BGM-2339	biparental
BR-21-045-13	BR-14-025-42	BGM-2339	biparental
BR-21-045-14	BR-14-025-42	BGM-2339	biparental
BR-21-045-15	BR-14-025-42	BGM-2339	biparental
BR-21-045-16	BR-14-025-42	BGM-2339	biparental
BR-21-045-17	BR-14-025-42	BGM-2339	biparental
BR-21-045-18	BR-14-025-42	BGM-2339	biparental
BR-21-045-19	BR-14-025-42	BGM-2339	biparental
BR-21-045-2	BR-14-025-42	BGM-2339	biparental
BR-21-045-20	BR-14-025-42	BGM-2339	biparental
BR-21-045-21	BR-14-025-42	BGM-2339	biparental
BR-21-045-22	BR-14-025-42	BGM-2339	biparental
BR-21-045-23	BR-14-025-42	BGM-2339	biparental
BR-21-045-24	BR-14-025-42	BGM-2339	biparental
BR-21-045-3	BR-14-025-42	BGM-2339	biparental
BR-21-045-4	BR-14-025-42	BGM-2339	biparental
BR-21-045-5	BR-14-025-42	BGM-2339	biparental
BR-21-045-6	BR-14-025-42	BGM-2339	biparental
BR-21-045-7	BR-14-025-42	BGM-2339	biparental
BR-21-045-8	BR-14-025-42	BGM-2339	biparental
BR-21-045-9	BR-14-025-42	BGM-2339	biparental
BR-21-046-1	BR-18-099-16	BGM-2339	biparental
BR-21-046-2	BR-18-099-16	BGM-2339	biparental
BR-21-047-1	BR-18-127-01	BGM-2339	biparental
BR-21-048-1	BR-18-099-16	BR-11-34-41	biparental
BR-21-049-1	BR-18-127-01	BR-11-34-41	biparental
BR-21-049-2	BR-18-127-01	BR-11-34-41	biparental
BR-21-049-3	BR-18-127-01	BR-11-34-41	biparental
BR-21-049-4	BR-18-127-01	BR-11-34-41	biparental
BR-21-049-5	BR-18-127-01	BR-11-34-41	biparental
BR-21-050-1	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-10	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-11	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-12	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-13	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-14	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-15	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-16	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-17	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-18	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-19	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-2	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-20	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-3	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-4	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-5	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-6	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-7	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-8	BR-18-157-22	BR-11-34-41	biparental
BR-21-050-9	BR-18-157-22	BR-11-34-41	biparental
BR-21-051-1	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-10	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-11	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-12	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-13	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-14	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-15	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-16	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-17	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-18	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-19	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-2	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-20	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-21	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-22	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-23	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-24	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-25	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-26	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-27	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-28	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-29	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-3	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-30	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-31	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-32	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-33	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-34	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-35	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-36	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-37	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-38	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-39	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-4	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-40	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-41	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-42	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-43	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-44	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-45	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-46	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-47	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-48	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-49	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-5	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-50	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-51	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-52	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-53	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-54	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-55	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-56	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-57	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-58	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-59	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-6	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-60	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-61	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-62	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-63	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-7	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-8	BRS-Formosa	BR-11-34-41	biparental
BR-21-051-9	BRS-Formosa	BR-11-34-41	biparental
BR-21-052-1	BGM-2151	BR-11-34-41	biparental
BR-21-052-10	BGM-2151	BR-11-34-41	biparental
BR-21-052-11	BGM-2151	BR-11-34-41	biparental
BR-21-052-12	BGM-2151	BR-11-34-41	biparental
BR-21-052-13	BGM-2151	BR-11-34-41	biparental
BR-21-052-14	BGM-2151	BR-11-34-41	biparental
BR-21-052-15	BGM-2151	BR-11-34-41	biparental
BR-21-052-16	BGM-2151	BR-11-34-41	biparental
BR-21-052-18	BGM-2151	BR-11-34-41	biparental
BR-21-052-19	BGM-2151	BR-11-34-41	biparental
BR-21-052-2	BGM-2151	BR-11-34-41	biparental
BR-21-052-20	BGM-2151	BR-11-34-41	biparental
BR-21-052-21	BGM-2151	BR-11-34-41	biparental
BR-21-052-22	BGM-2151	BR-11-34-41	biparental
BR-21-052-23	BGM-2151	BR-11-34-41	biparental
BR-21-052-4	BGM-2151	BR-11-34-41	biparental
BR-21-052-5	BGM-2151	BR-11-34-41	biparental
BR-21-052-6	BGM-2151	BR-11-34-41	biparental
BR-21-052-7	BGM-2151	BR-11-34-41	biparental
BR-21-052-8	BGM-2151	BR-11-34-41	biparental
BR-21-052-9	BGM-2151	BR-11-34-41	biparental
BR-21-053-1	S1-0252	BR-11-34-41	biparental
BR-21-054-1	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-10	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-11	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-12	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-2	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-3	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-4	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-5	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-6	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-7	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-8	BR-18-099-16	BR-12-107-002	biparental
BR-21-054-9	BR-18-099-16	BR-12-107-002	biparental
BR-21-055-1	BR-18-108-05	BR-12-107-002	biparental
BR-21-055-2	BR-18-108-05	BR-12-107-002	biparental
BR-21-056-1	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-2	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-3	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-4	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-5	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-6	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-7	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-8	BR-18-108-07	BR-12-107-002	biparental
BR-21-056-9	BR-18-108-07	BR-12-107-002	biparental
BR-21-057-1	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-10	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-11	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-12	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-13	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-14	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-15	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-16	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-17	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-18	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-19	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-2	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-20	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-21	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-3	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-4	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-5	BR-18-136-10	BR-12-107-002	biparental
