Accession	Female_Parent	Male_Parent	Cross_Type
BR-21-057-6	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-7	BR-18-136-10	BR-12-107-002	biparental
BR-21-057-9	BR-18-136-10	BR-12-107-002	biparental
BR-21-058-1	BR-18-144-04	BR-12-107-002	biparental
BR-21-058-2	BR-18-144-04	BR-12-107-002	biparental
BR-21-059-1	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-10	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-11	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-12	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-13	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-2	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-3	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-4	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-5	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-6	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-7	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-8	BR-18-152-01	BR-12-107-002	biparental
BR-21-059-9	BR-18-152-01	BR-12-107-002	biparental
BR-21-060-1	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-10	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-11	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-2	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-3	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-4	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-5	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-6	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-7	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-8	BR-18-157-22	BR-12-107-002	biparental
BR-21-060-9	BR-18-157-22	BR-12-107-002	biparental
BR-21-061-1	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-2	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-3	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-4	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-5	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-6	BRS-Formosa	BR-12-107-002	biparental
BR-21-061-7	BRS-Formosa	BR-12-107-002	biparental
BR-21-062-1	BGM-2151	BR-12-107-002	biparental
BR-21-062-10	BGM-2151	BR-12-107-002	biparental
BR-21-062-11	BGM-2151	BR-12-107-002	biparental
BR-21-062-12	BGM-2151	BR-12-107-002	biparental
BR-21-062-13	BGM-2151	BR-12-107-002	biparental
BR-21-062-14	BGM-2151	BR-12-107-002	biparental
BR-21-062-15	BGM-2151	BR-12-107-002	biparental
BR-21-062-16	BGM-2151	BR-12-107-002	biparental
BR-21-062-17	BGM-2151	BR-12-107-002	biparental
BR-21-062-18	BGM-2151	BR-12-107-002	biparental
BR-21-062-19	BGM-2151	BR-12-107-002	biparental
BR-21-062-2	BGM-2151	BR-12-107-002	biparental
BR-21-062-20	BGM-2151	BR-12-107-002	biparental
BR-21-062-3	BGM-2151	BR-12-107-002	biparental
BR-21-062-4	BGM-2151	BR-12-107-002	biparental
BR-21-062-5	BGM-2151	BR-12-107-002	biparental
BR-21-062-6	BGM-2151	BR-12-107-002	biparental
BR-21-062-7	BGM-2151	BR-12-107-002	biparental
BR-21-062-8	BGM-2151	BR-12-107-002	biparental
BR-21-062-9	BGM-2151	BR-12-107-002	biparental
BR-21-063-1	BR-18-127-01	BR-14-001-24	biparental
BR-21-063-2	BR-18-127-01	BR-14-001-24	biparental
BR-21-063-3	BR-18-127-01	BR-14-001-24	biparental
BR-21-063-4	BR-18-127-01	BR-14-001-24	biparental
BR-21-063-5	BR-18-127-01	BR-14-001-24	biparental
BR-21-064-1	BR-18-144-04	BR-14-001-24	biparental
BR-21-065-1	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-2	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-3	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-4	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-5	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-6	BR-18-152-01	BR-14-001-24	biparental
BR-21-065-7	BR-18-152-01	BR-14-001-24	biparental
BR-21-066-1	BR-18-157-22	BR-14-001-24	biparental
BR-21-066-2	BR-18-157-22	BR-14-001-24	biparental
BR-21-066-3	BR-18-157-22	BR-14-001-24	biparental
BR-21-066-4	BR-18-157-22	BR-14-001-24	biparental
BR-21-067-1	BRS-Formosa	BR-14-001-24	biparental
BR-21-067-2	BRS-Formosa	BR-14-001-24	biparental
BR-21-068-1	BGM-2151	BR-14-001-24	biparental
BR-21-068-2	BGM-2151	BR-14-001-24	biparental
BR-21-068-3	BGM-2151	BR-14-001-24	biparental
BR-21-068-4	BGM-2151	BR-14-001-24	biparental
BR-21-068-5	BGM-2151	BR-14-001-24	biparental
BR-21-068-6	BGM-2151	BR-14-001-24	biparental
BR-21-068-7	BGM-2151	BR-14-001-24	biparental
BR-21-069-1	BR-17-020-10	BR-14-006-32	biparental
BR-21-070-1	BR-18-144-04	BR-17-012-59	biparental
BR-21-071-1	BR-18-127-01	BR-17S1-030-71	biparental
BR-21-071-2	BR-18-127-01	BR-17S1-030-71	biparental
BR-21-071-3	BR-18-127-01	BR-17S1-030-71	biparental
BR-21-073-1	BGM-2151	BR-17S1-030-71	biparental
BR-21-074-1	BR-14-001-24	BR-18-099-04	biparental
BR-21-075-1	BR-14-025-42	BR-18-099-04	biparental
BR-21-075-2	BR-14-025-42	BR-18-099-04	biparental
BR-21-075-3	BR-14-025-42	BR-18-099-04	biparental
BR-21-075-4	BR-14-025-42	BR-18-099-04	biparental
BR-21-076-1	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-10	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-11	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-12	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-13	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-15	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-16	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-17	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-18	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-19	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-2	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-20	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-21	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-3	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-4	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-5	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-6	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-7	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-8	BR-18-099-16	BR-18-099-04	biparental
BR-21-076-9	BR-18-099-16	BR-18-099-04	biparental
BR-21-077-1	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-10	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-11	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-12	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-13	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-2	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-3	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-4	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-5	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-6	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-7	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-8	BR-18-127-01	BR-18-099-04	biparental
BR-21-077-9	BR-18-127-01	BR-18-099-04	biparental
BR-21-078-1	BR-18-136-10	BR-18-099-04	biparental
BR-21-078-2	BR-18-136-10	BR-18-099-04	biparental
BR-21-078-3	BR-18-136-10	BR-18-099-04	biparental
BR-21-079-1	BR-18-152-01	BR-18-099-04	biparental
BR-21-079-2	BR-18-152-01	BR-18-099-04	biparental
BR-21-080-1	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-10	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-11	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-12	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-13	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-14	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-15	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-16	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-17	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-18	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-19	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-2	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-20	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-21	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-22	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-23	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-24	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-25	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-26	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-27	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-28	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-29	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-3	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-4	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-5	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-6	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-7	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-8	BR-18-157-22	BR-18-099-04	biparental
BR-21-080-9	BR-18-157-22	BR-18-099-04	biparental
BR-21-081-1	BRS-Novo-Horizonte	BR-18-099-04	biparental
BR-21-081-2	BRS-Novo-Horizonte	BR-18-099-04	biparental
BR-21-081-3	BRS-Novo-Horizonte	BR-18-099-04	biparental
BR-21-082-1	BGM-2151	BR-18-099-04	biparental
BR-21-082-2	BGM-2151	BR-18-099-04	biparental
BR-21-083-1	BR-18-108-05	BR-18-112-02	biparental
BR-21-083-2	BR-18-108-05	BR-18-112-02	biparental
BR-21-084-1	BR-18-144-04	BR-18-112-02	biparental
BR-21-084-2	BR-18-144-04	BR-18-112-02	biparental
BR-21-084-3	BR-18-144-04	BR-18-112-02	biparental
BR-21-084-4	BR-18-144-04	BR-18-112-02	biparental
BR-21-085-1	BR-18-154-08	BR-18-112-02	biparental
BR-21-085-2	BR-18-154-08	BR-18-112-02	biparental
BR-21-085-3	BR-18-154-08	BR-18-112-02	biparental
BR-21-085-4	BR-18-154-08	BR-18-112-02	biparental
BR-21-085-5	BR-18-154-08	BR-18-112-02	biparental
BR-21-086-1	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-10	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-11	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-2	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-3	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-4	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-6	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-7	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-8	BR-18-157-22	BR-18-112-02	biparental
BR-21-086-9	BR-18-157-22	BR-18-112-02	biparental
BR-21-087-1	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-10	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-11	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-12	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-13	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-14	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-15	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-2	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-3	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-4	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-5	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-6	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-7	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-8	BRS-Formosa	BR-18-112-02	biparental
BR-21-087-9	BRS-Formosa	BR-18-112-02	biparental
BR-21-088-1	BGM-2151	BR-18-112-02	biparental
BR-21-088-10	BGM-2151	BR-18-112-02	biparental
BR-21-088-11	BGM-2151	BR-18-112-02	biparental
BR-21-088-2	BGM-2151	BR-18-112-02	biparental
BR-21-088-3	BGM-2151	BR-18-112-02	biparental
BR-21-088-4	BGM-2151	BR-18-112-02	biparental
BR-21-088-5	BGM-2151	BR-18-112-02	biparental
BR-21-088-6	BGM-2151	BR-18-112-02	biparental
BR-21-088-7	BGM-2151	BR-18-112-02	biparental
BR-21-088-8	BGM-2151	BR-18-112-02	biparental
BR-21-088-9	BGM-2151	BR-18-112-02	biparental
BR-21-089-1	BGM-2151	BR-18-124-20	biparental
BR-21-089-10	BGM-2151	BR-18-124-20	biparental
BR-21-089-11	BGM-2151	BR-18-124-20	biparental
BR-21-089-12	BGM-2151	BR-18-124-20	biparental
BR-21-089-13	BGM-2151	BR-18-124-20	biparental
BR-21-089-14	BGM-2151	BR-18-124-20	biparental
BR-21-089-15	BGM-2151	BR-18-124-20	biparental
BR-21-089-2	BGM-2151	BR-18-124-20	biparental
BR-21-089-3	BGM-2151	BR-18-124-20	biparental
BR-21-089-4	BGM-2151	BR-18-124-20	biparental
BR-21-089-5	BGM-2151	BR-18-124-20	biparental
BR-21-089-6	BGM-2151	BR-18-124-20	biparental
BR-21-089-7	BGM-2151	BR-18-124-20	biparental
BR-21-089-8	BGM-2151	BR-18-124-20	biparental
BR-21-089-9	BGM-2151	BR-18-124-20	biparental
BR-21-090-1	BR-18-099-04	BR-18-128-02	biparental
BR-21-090-2	BR-18-099-04	BR-18-128-02	biparental
BR-21-090-3	BR-18-099-04	BR-18-128-02	biparental
BR-21-091-1	BR-18-124-20	BR-18-128-02	biparental
BR-21-091-2	BR-18-124-20	BR-18-128-02	biparental
BR-21-091-3	BR-18-124-20	BR-18-128-02	biparental
BR-21-091-4	BR-18-124-20	BR-18-128-02	biparental
BR-21-091-5	BR-18-124-20	BR-18-128-02	biparental
BR-21-092-1	BRS-Formosa	BR-18-128-02	biparental
BR-21-092-2	BRS-Formosa	BR-18-128-02	biparental
BR-21-092-3	BRS-Formosa	BR-18-128-02	biparental
BR-21-092-4	BRS-Formosa	BR-18-128-02	biparental
BR-21-093-1	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-10	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-11	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-12	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-13	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-14	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-15	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-16	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-17	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-18	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-19	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-2	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-20	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-21	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-22	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-23	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-24	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-25	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-26	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-27	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-28	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-29	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-3	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-30	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-31	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-32	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-33	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-34	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-35	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-36	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-37	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-4	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-5	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-7	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-8	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-093-9	BRS-Novo-Horizonte	BR-18-128-02	biparental
BR-21-094-1	BGM-2151	BR-18-128-02	biparental
BR-21-094-10	BGM-2151	BR-18-128-02	biparental
BR-21-094-11	BGM-2151	BR-18-128-02	biparental
BR-21-094-12	BGM-2151	BR-18-128-02	biparental
BR-21-094-13	BGM-2151	BR-18-128-02	biparental
BR-21-094-14	BGM-2151	BR-18-128-02	biparental
BR-21-094-15	BGM-2151	BR-18-128-02	biparental
BR-21-094-16	BGM-2151	BR-18-128-02	biparental
BR-21-094-17	BGM-2151	BR-18-128-02	biparental
BR-21-094-18	BGM-2151	BR-18-128-02	biparental
BR-21-094-2	BGM-2151	BR-18-128-02	biparental
BR-21-094-3	BGM-2151	BR-18-128-02	biparental
BR-21-094-4	BGM-2151	BR-18-128-02	biparental
BR-21-094-5	BGM-2151	BR-18-128-02	biparental
BR-21-094-6	BGM-2151	BR-18-128-02	biparental
BR-21-094-7	BGM-2151	BR-18-128-02	biparental
BR-21-094-8	BGM-2151	BR-18-128-02	biparental
BR-21-094-9	BGM-2151	BR-18-128-02	biparental
BR-21-095-1	BR-18-127-01	BR-18-136-10	biparental
BR-21-095-2	BR-18-127-01	BR-18-136-10	biparental
BR-21-095-3	BR-18-127-01	BR-18-136-10	biparental
BR-21-095-4	BR-18-127-01	BR-18-136-10	biparental
BR-21-095-5	BR-18-127-01	BR-18-136-10	biparental
BR-21-096-1	BR-18-127-05	BR-18-136-10	biparental
BR-21-096-2	BR-18-127-05	BR-18-136-10	biparental
BR-21-096-3	BR-18-127-05	BR-18-136-10	biparental
BR-21-096-4	BR-18-127-05	BR-18-136-10	biparental
BR-21-096-5	BR-18-127-05	BR-18-136-10	biparental
BR-21-097-1	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-2	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-3	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-4	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-5	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-6	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-7	BR-18-144-04	BR-18-136-10	biparental
BR-21-097-8	BR-18-144-04	BR-18-136-10	biparental
BR-21-098-1	BR-18-152-01	BR-18-136-10	biparental
BR-21-099-1	BR-18-099-04	BR-18-144-04	biparental
BR-21-099-2	BR-18-099-04	BR-18-144-04	biparental
BR-21-099-3	BR-18-099-04	BR-18-144-04	biparental
BR-21-099-4	BR-18-099-04	BR-18-144-04	biparental
BR-21-099-5	BR-18-099-04	BR-18-144-04	biparental
BR-21-099-6	BR-18-099-04	BR-18-144-04	biparental
BR-21-100-1	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-10	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-11	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-2	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-3	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-4	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-5	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-6	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-7	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-8	BR-18-127-11	BR-18-144-04	biparental
BR-21-100-9	BR-18-127-11	BR-18-144-04	biparental
BR-21-101-1	BR-12-107-002	BR-18-152-01	biparental
BR-21-101-2	BR-12-107-002	BR-18-152-01	biparental
BR-21-102-1	BR-18-099-16	BR-18-152-01	biparental
BR-21-102-2	BR-18-099-16	BR-18-152-01	biparental
BR-21-102-3	BR-18-099-16	BR-18-152-01	biparental
BR-21-102-4	BR-18-099-16	BR-18-152-01	biparental
BR-21-102-5	BR-18-099-16	BR-18-152-01	biparental
BR-21-103-1	BR-18-108-05	BR-18-152-01	biparental
BR-21-103-2	BR-18-108-05	BR-18-152-01	biparental
BR-21-103-3	BR-18-108-05	BR-18-152-01	biparental
BR-21-103-4	BR-18-108-05	BR-18-152-01	biparental
BR-21-104-1	BR-18-108-07	BR-18-152-01	biparental
BR-21-104-2	BR-18-108-07	BR-18-152-01	biparental
BR-21-104-3	BR-18-108-07	BR-18-152-01	biparental
BR-21-104-4	BR-18-108-07	BR-18-152-01	biparental
BR-21-104-5	BR-18-108-07	BR-18-152-01	biparental
BR-21-104-6	BR-18-108-07	BR-18-152-01	biparental
BR-21-105-1	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-2	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-3	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-4	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-5	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-6	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-7	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-8	BR-18-136-10	BR-18-152-01	biparental
BR-21-105-9	BR-18-136-10	BR-18-152-01	biparental
BR-21-107-1	BRS-Novo-Horizonte	BR-18-152-01	biparental
BR-21-108-1	BGM-2151	BR-18-152-01	biparental
BR-21-109-1	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-10	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-11	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-12	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-13	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-14	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-15	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-16	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-17	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-18	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-19	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-2	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-20	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-21	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-22	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-23	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-3	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-4	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-5	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-6	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-7	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-8	BR-18-099-04	BR-18-154-08	biparental
BR-21-109-9	BR-18-099-04	BR-18-154-08	biparental
BR-21-110-1	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-10	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-11	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-12	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-13	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-14	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-15	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-16	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-17	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-18	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-19	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-2	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-20	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-21	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-3	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-4	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-5	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-6	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-7	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-8	BR-18-099-16	BR-18-154-08	biparental
BR-21-110-9	BR-18-099-16	BR-18-154-08	biparental
BR-21-111-1	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-2	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-3	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-4	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-5	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-6	BR-18-108-05	BR-18-154-08	biparental
BR-21-111-7	BR-18-108-05	BR-18-154-08	biparental
BR-21-113-1	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-10	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-11	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-12	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-13	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-2	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-3	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-4	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-5	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-6	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-7	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-8	BR-18-127-01	BR-18-154-08	biparental
BR-21-113-9	BR-18-127-01	BR-18-154-08	biparental
BR-21-114-1	BR-18-136-09	BR-18-154-08	biparental
BR-21-114-2	BR-18-136-09	BR-18-154-08	biparental
BR-21-115-1	BR-18-144-04	BR-18-154-08	biparental
BR-21-115-2	BR-18-144-04	BR-18-154-08	biparental
BR-21-115-3	BR-18-144-04	BR-18-154-08	biparental
BR-21-115-4	BR-18-144-04	BR-18-154-08	biparental
BR-21-115-5	BR-18-144-04	BR-18-154-08	biparental
BR-21-115-6	BR-18-144-04	BR-18-154-08	biparental
BR-21-116-1	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-10	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-11	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-12	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-13	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-14	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-15	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-16	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-2	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-3	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-4	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-5	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-6	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-7	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-8	BR-18-152-01	BR-18-154-08	biparental
BR-21-116-9	BR-18-152-01	BR-18-154-08	biparental
BR-21-117-1	BR-18-154-01	BR-18-154-08	biparental
BR-21-117-2	BR-18-154-01	BR-18-154-08	biparental
BR-21-117-3	BR-18-154-01	BR-18-154-08	biparental
